"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Gaspard","Elise","1997","MATHS;MANAGEMENT","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Amelia","Margaut","2000","FINANCE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Corenthin","Clarisse","1978","ENERGIE;POLITIQUE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Sacha","Miriam","2002","INTELLIGENCE_ARTIFICIELLE;ENERGIE;MANAGEMENT;CONSEIL","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Gael","Mael","2004","NUCLEAIRE;DURABLE;SPATIAL;POLITIQUE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mahlone","Liana","1973","MATHS;NUCLEAIRE;ENERGIE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Rafael","Emili","2006","STRATEGIE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Laula","Joana","1985","DATA;ENERGIE;FINANCE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Diego","Romane","1987","SCIENCE;DURABLE;DEFENSE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Hilyana","Kenzo","2005","SCIENCE;FINANCE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Eli","Louka","1994","POLITIQUE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Remi","Swan","1975","NUCLEAIRE;MANAGEMENT;ECONOMIE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Clea","Khiara","2007","STRATEGIE;MATHS","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Edden","Daurian","1974","SCIENCE;CONSEIL;DEFENSE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Livia","Gael","1974","DATA;ENERGIE;MATHS;INTELLIGENCE_ARTIFICIELLE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Li-lou","Olivia","1974","INTELLIGENCE_ARTIFICIELLE;CONSEIL","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Axel","Rafael","2008","CONSEIL","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Zakaria","Simon","1998","NUCLEAIRE;ENERGIE;CONSEIL;DEFENSE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Amauri","Leandre","1989","DURABLE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Laurenzo","Jena","1995","DATA","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Wilhiam","Jeane","1993","ECONOMIE;DURABLE;INTELLIGENCE_ARTIFICIELLE","CONFIDENT;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Saara","Lhouna","1980","NUCLEAIRE;SPATIAL;DEFENSE","ENTREPRISE;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Elias","Romane","2004","MATHS;NUCLEAIRE;AERONAUTIQUE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Apauline","Gaetan","1998","DATA;SCIENCE;ENERGIE;CONSEIL","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Eliana","Lehny","1970","SCIENCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Andrea","Achile","2004","DATA;STRATEGIE;FINANCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Lucas","Rose","1997","MATHS;SCIENCE;ECONOMIE","CONFIDENT;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Charles","Naulan","1978","MATHS;NUCLEAIRE;STRATEGIE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Sirine","Lali","1972","DATA;NUCLEAIRE;FINANCE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mairon","Tessa","1999","POLITIQUE","ADMINISTRATION;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Amine","Etan","1991","SPATIAL","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Suzane","Milo","2009","ENERGIE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Keevin","Rafael","2000","AERONAUTIQUE","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Ezio","Clarisse","1986","POLITIQUE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Li-lou","Erwan","1996","DATA;INTELLIGENCE_ARTIFICIELLE;DURABLE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Bastien","Quentin","1989","DATA;AERONAUTIQUE;DEFENSE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lilia","Eden","1993","DATA","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Anthoine","Anas","2007","DATA","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Thom","Charline","1977","INTELLIGENCE_ARTIFICIELLE;SPATIAL","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Kadija","Marion","2007","STRATEGIE;FINANCE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Suzane","Lili","2005","MATHS;NUCLEAIRE;ENERGIE;MANAGEMENT","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Faustine","Dhylan","1984","NUCLEAIRE;SCIENCE;INTELLIGENCE_ARTIFICIELLE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Tahis","Anthoni","1971","MANAGEMENT;DEFENSE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Diane","Camelia","2007","NUCLEAIRE;DURABLE;AERONAUTIQUE","ENTREPRISE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Leena","Keelian","1995","SCIENCE;DURABLE;CONSEIL","CONFIDENT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Abel","Laurenzo","1989","STRATEGIE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Auguste","Jhoan","1984","ENERGIE;CONSEIL","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Thomas","Maeline","1994","ECONOMIE;SPATIAL;FINANCE","ENTREPRENEURIAT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Ambre","Adrien","2004","MATHS;INTELLIGENCE_ARTIFICIELLE;CONSEIL","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Ninon","Andrea","1990","MATHS;CONSEIL","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Lucas","Li-lou","2005","SPATIAL;AERONAUTIQUE","CONFIDENT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Hilan","Suzane","1970","ENERGIE;AERONAUTIQUE","ENTREPRISE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Maxime","Clhoe","1990","MATHS;ECONOMIE;DURABLE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Daurian","Eleonore","1989","STRATEGIE;NUCLEAIRE;ENERGIE;POLITIQUE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Hibrahim","Nassim","1994","DATA;SPATIAL;ENERGIE;POLITIQUE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Ahamed","Nicolas","1983","DURABLE;FINANCE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Charline","Andrea","1988","CONSEIL","ENTREPRISE;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Nassim","Sandro","2006","SCIENCE;FINANCE;DEFENSE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Maxence","Morgan","1971","MANAGEMENT;DURABLE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Isma'il","Lea","1986","STRATEGIE;NUCLEAIRE;AERONAUTIQUE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Edouard","Olivia","1983","MANAGEMENT;AERONAUTIQUE;POLITIQUE;DEFENSE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Mathilde","Saara","1983","ECONOMIE;DURABLE;MANAGEMENT","ENTREPRISE;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lahyana","Alex","1986","MATHS;ECONOMIE;POLITIQUE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Marceau","Marin","2007","DATA;INTELLIGENCE_ARTIFICIELLE;ECONOMIE;DEFENSE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Jeremi","Clarisse","2003","ENERGIE;MANAGEMENT","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Mae-lys","Alex","1976","POLITIQUE","ADMINISTRATION;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Ulisse","Hibrahim","1997","ECONOMIE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Hibrahim","Josefine","1986","STRATEGIE;NUCLEAIRE;INTELLIGENCE_ARTIFICIELLE","ADMINISTRATION;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Mairon","Keelian","1994","ENERGIE;DURABLE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Sacha","Marine","1974","CONSEIL","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Thimeo","Maiween","1979","MANAGEMENT","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Dina","Sami","1977","ENERGIE;MANAGEMENT","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Howen","Justine","1989","SPATIAL;ECONOMIE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Maxence","Fares","1972","SCIENCE;SPATIAL;DEFENSE","ENTREPRENEURIAT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Armand","Rafael","1995","AERONAUTIQUE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Fares","Erwan","2003","DURABLE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lise","Cappucine","1970","SCIENCE;AERONAUTIQUE;ECONOMIE;CONSEIL","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","David","Jules","1988","INTELLIGENCE_ARTIFICIELLE;DURABLE;CONSEIL;AERONAUTIQUE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Aimen","Amauri","1992","DATA;ECONOMIE;AERONAUTIQUE","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lili-rose","Anais","1982","AERONAUTIQUE;POLITIQUE","CONFIDENT;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Ninho","Axele","1998","SCIENCE;MANAGEMENT;CONSEIL","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Amandine","Nahim","1975","ENERGIE;AERONAUTIQUE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lehina","Mehlia","2006","SCIENCE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Thony","Emili","1994","NUCLEAIRE;DEFENSE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Giani","Andrea","1975","STRATEGIE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Lara","Leila","1992","INTELLIGENCE_ARTIFICIELLE;MANAGEMENT;CONSEIL;FINANCE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Amira","Idriss","1998","NUCLEAIRE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Felix","Zeli","1997","STRATEGIE;MATHS;FINANCE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lino","Melvin","1980","SPATIAL;DEFENSE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Kelhia","Tess","1972","STRATEGIE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Hilan","Noemi","2005","INTELLIGENCE_ARTIFICIELLE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Alexandre","Adrien","1986","MATHS;STRATEGIE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Remi","Emi","1989","CONSEIL","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Moussa","Quentin","1978","FINANCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Agate","Hilyana","1974","INTELLIGENCE_ARTIFICIELLE;DURABLE;MANAGEMENT","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Aiden","Alban","1975","MATHS;INTELLIGENCE_ARTIFICIELLE;FINANCE;DEFENSE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Sofia","Lhouna","1986","ENERGIE;MANAGEMENT","CONFIDENT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Noemi","Rubben","2004","MANAGEMENT","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Mateo","Suzane","1977","MATHS","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Nhoa","Lili","2002","DATA;NUCLEAIRE;STRATEGIE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Charlotte","Elise","2004","DATA;ENERGIE;FINANCE;MATHS","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Clea","Lehny","1978","ECONOMIE;DURABLE;POLITIQUE","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Nassim","Sacha","1993","STRATEGIE;ECONOMIE;FINANCE;POLITIQUE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Lili","Lali","2003","DATA;NUCLEAIRE;MANAGEMENT","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Adem","Elio","1987","STRATEGIE;SCIENCE;INTELLIGENCE_ARTIFICIELLE;DEFENSE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Evahn","Alex","1970","AERONAUTIQUE","ADMINISTRATION;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Julian","Alexandre","1992","ECONOMIE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Line","Mohamed","1971","AERONAUTIQUE;FINANCE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Achile","Laura","2004","INTELLIGENCE_ARTIFICIELLE;FINANCE;POLITIQUE","CONFIDENT;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Li-lou","Leonard","2009","AERONAUTIQUE;CONSEIL","ENTREPRISE;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Amine","Luka","2003","AERONAUTIQUE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Esteban","Leane","1987","INTELLIGENCE_ARTIFICIELLE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Leila","Ismael","1982","DEFENSE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Elena","Victoria","1995","MATHS;SCIENCE;POLITIQUE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Hylian","Josef","1991","DURABLE;MANAGEMENT;POLITIQUE;DEFENSE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Morgane","Alex","1973","SPATIAL","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Aimen","Pablo","1988","FINANCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mae-lys","Lali","1992","INTELLIGENCE_ARTIFICIELLE;SPATIAL","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Alicia","Rahyane","1972","MATHS","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Anthoni","Naura","1984","SPATIAL;DURABLE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Mahlone","Remi","2000","MATHS;POLITIQUE","ENTREPRISE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Bastien","Augustin","2004","DATA;STRATEGIE;MANAGEMENT;FINANCE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Nhoa","Kenza","2002","DEFENSE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Amelia","Anthoni","2005","DATA","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Elina","Hyanis","1971","STRATEGIE;SPATIAL;DURABLE;AERONAUTIQUE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Eli","Meddhi","1977","MANAGEMENT","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Pauline","Ezio","1974","MATHS","ENTREPRENEURIAT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lhyna","Agate","1975","ECONOMIE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Thom","Eleonore","2004","SCIENCE;AERONAUTIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Moussa","Mairon","2002","MATHS;SCIENCE;FINANCE;NUCLEAIRE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Alix","Leho","2004","ECONOMIE;ENERGIE;AERONAUTIQUE;POLITIQUE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Khiara","Gaetan","2002","DATA","ENTREPRISE;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Celhia","Anais","1991","DATA;ENERGIE;MATHS","CONFIDENT;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Na'il","Gauthier","2009","ECONOMIE;MANAGEMENT","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Emi","Martin","2001","MANAGEMENT;CONSEIL","ENTREPRISE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Giani","Lison","1981","INTELLIGENCE_ARTIFICIELLE;FINANCE;DEFENSE","CONFIDENT","False"
