"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Eden","Joana","2020","STRATEGIE;ECONOMIE;AERONAUTIQUE;NUCLEAIRE","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Ennora","Laula","2020","SCIENCE;MANAGEMENT;FINANCE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Nahomi","Eeva","2020","SPATIAL;MANAGEMENT;AERONAUTIQUE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Rahyane","Romain","2020","STRATEGIE;MANAGEMENT","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Nehlia","Yassine","2020","INTELLIGENCE_ARTIFICIELLE;CONSEIL;FINANCE;NUCLEAIRE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Charline","Wilhiam","2020","CONSEIL;AERONAUTIQUE","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Khylian","Leandro","2020","NUCLEAIRE;CONSEIL","ENTREPRISE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Aalia","Naele","2020","STRATEGIE","CONFIDENT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Hyanis","Daurian","2020","SCIENCE;POLITIQUE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lhiam","Sacha","2020","DATA","RESEAUTER;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Isma'il","Leane","2020","STRATEGIE;ECONOMIE;AERONAUTIQUE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Camile","Moussa","2020","SCIENCE;ENERGIE","ENTREPRISE;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Gabriel","Leandre","2020","STRATEGIE;SCIENCE;ENERGIE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Lauris","Hylies","2020","STRATEGIE","ENTREPRISE;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Hibrahim","Kelhia","2020","SCIENCE;ENERGIE;MANAGEMENT;POLITIQUE","ENTREPRENEURIAT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Margaut","Rafael","2020","SPATIAL;SCIENCE;DURABLE;FINANCE","ENTREPRISE;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Eli","Thibault","2020","FINANCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Milan","Maxence","2020","SPATIAL;SCIENCE;ECONOMIE","CONFIDENT;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Lhya","Mahlone","2020","DATA;INTELLIGENCE_ARTIFICIELLE","ADMINISTRATION;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lea","Eleonore","2020","SCIENCE;ENERGIE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Laugan","Howen","2020","STRATEGIE;NUCLEAIRE;POLITIQUE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Giulia","Lucien","2020","NUCLEAIRE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Riad","Emili","2020","ENERGIE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Nahila","Leoni","2020","ECONOMIE;SCIENCE;CONSEIL","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Jean","Zhoé","2020","INTELLIGENCE_ARTIFICIELLE;SCIENCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Anis","Malho","2020","INTELLIGENCE_ARTIFICIELLE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Armand","Hissa","2020","POLITIQUE","ENTREPRENEURIAT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Jean","Garance","2020","MANAGEMENT","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Sofia","Hyanis","2020","ECONOMIE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Moussa","Romeo","2020","MATHS;INTELLIGENCE_ARTIFICIELLE;DURABLE;FINANCE","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Mahissa","Juliette","2020","ENERGIE;DEFENSE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lilian","Joshua","2020","DEFENSE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Salome","Joshua","2020","DURABLE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Garance","Lisa","2020","ECONOMIE;DURABLE;CONSEIL","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lisa","Simon","2020","DATA;MANAGEMENT;AERONAUTIQUE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Albane","Anthoni","2020","DATA;DEFENSE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Mathieu","Cappucine","2020","NUCLEAIRE;DURABLE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Hilyana","Pierre","2020","STRATEGIE;DURABLE","CONFIDENT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Jaade","Elisa","2020","MATHS;SCIENCE;INTELLIGENCE_ARTIFICIELLE;NUCLEAIRE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Asma","Ameli","2020","DATA;ENERGIE","ADMINISTRATION;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Romain","Joy","2020","SCIENCE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Ahlan","Kadija","2020","DATA;ECONOMIE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Bilal","Mila","2020","DATA;INTELLIGENCE_ARTIFICIELLE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Andrea","Clhoe","2020","MANAGEMENT","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Armand","Andrea","2020","SPATIAL;AERONAUTIQUE;ECONOMIE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Leila","Mairon","2020","ECONOMIE;DURABLE;AERONAUTIQUE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Ahlan","Axel","2020","DATA;SPATIAL","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Albane","Etan","2020","MATHS","CONFIDENT;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Tristan","Rubben","2020","MATHS;SCIENCE;FINANCE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mia","Mariam","2020","INTELLIGENCE_ARTIFICIELLE;MANAGEMENT","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Alexandre","Nahomi","2020","SPATIAL;CONSEIL;NUCLEAIRE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Idriss","Saara","2020","SCIENCE;POLITIQUE;DEFENSE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Alix","Elina","2020","DATA;DURABLE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Zhoé","Noahm","2020","ECONOMIE;ENERGIE;POLITIQUE","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Leena","Carla","2020","ECONOMIE;SCIENCE;FINANCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Edden","Hilan","2020","NUCLEAIRE;ECONOMIE","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mahissa","Mateo","2020","NUCLEAIRE;SCIENCE;SPATIAL","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Nhoa","Anis","2020","MATHS;FINANCE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Remi","Joshua","2020","SPATIAL;MANAGEMENT;AERONAUTIQUE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Mohamed","Nahia","2020","SCIENCE;ENERGIE;FINANCE;NUCLEAIRE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Josef","Margaux","2020","MANAGEMENT;DURABLE;DEFENSE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Tristan","Nicolas","2020","MATHS;NUCLEAIRE;DATA;POLITIQUE","RESEAUTER;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Pierre","Younes","2020","SCIENCE;AERONAUTIQUE;POLITIQUE","ENTREPRISE;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Lucile","Mahlone","2020","MATHS;ECONOMIE;INTELLIGENCE_ARTIFICIELLE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Ahava","Luka","2020","ECONOMIE;POLITIQUE;NUCLEAIRE","ENTREPRISE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Livio","Charline","2020","ECONOMIE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Enzho","Pablo","2020","SPATIAL;DURABLE","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Emanuel","Marin","2020","NUCLEAIRE;SCIENCE;DEFENSE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Eeva","Amza","2020","STRATEGIE;AERONAUTIQUE;FINANCE","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Jeremi","Livia","2020","STRATEGIE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Khylian","Garance","2020","STRATEGIE;INTELLIGENCE_ARTIFICIELLE;POLITIQUE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Ioan","Charles","2020","DATA;NUCLEAIRE;MATHS","CONFIDENT;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Lehny","Emanuel","2020","MATHS;STRATEGIE;AERONAUTIQUE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Camile","Maeline","2020","DURABLE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Loan","Charlie","2020","DATA;CONSEIL","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Axele","Swan","2020","NUCLEAIRE;ENERGIE;SCIENCE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Soan","Laurenzo","2020","CONSEIL;DEFENSE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Etan","Cali","2020","DATA;SCIENCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Suzane","Jahna","2020","SCIENCE;AERONAUTIQUE;FINANCE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Nicolas","Gabriele","2020","NUCLEAIRE","ENTREPRISE;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Pablo","Isaac","2020","MANAGEMENT","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Hyacine","Hyanis","2020","DATA;CONSEIL;DEFENSE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Alice","Riad","2020","SCIENCE","ENTREPRENEURIAT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Anthonin","Kadija","2020","SCIENCE;NUCLEAIRE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Hyacine","Brian","2020","STRATEGIE;DATA","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Maxime","Diane","2020","SCIENCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Emanuel","Arsene","2020","DATA;DEFENSE","CONFIDENT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Achile","Mathis","2020","SCIENCE;DURABLE;FINANCE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Luka","Livia","2020","MATHS;DURABLE","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Nahim","Cauline","2020","MATHS;NUCLEAIRE;DURABLE;CONSEIL","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lehina","Wilhiam","2020","STRATEGIE;MANAGEMENT;FINANCE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Aaron","Mahalia","2020","MATHS;NUCLEAIRE;POLITIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Tahlia","Laugan","2020","INTELLIGENCE_ARTIFICIELLE;ENERGIE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lisa","Hyanis","2020","STRATEGIE;SPATIAL;ENERGIE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Gabriele","Roxane","2020","AERONAUTIQUE;DEFENSE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Saufiane","Chana","2020","SPATIAL","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Agate","Elsa","2020","DURABLE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Daurian","Edouard","2020","SCIENCE;SPATIAL;FINANCE","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Line","Fathima","2020","DEFENSE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Huggo","Khylian","2020","AERONAUTIQUE;FINANCE;POLITIQUE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Luka","Marin","2020","ECONOMIE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Aaya","Chahima","2020","STRATEGIE;SPATIAL;DATA;AERONAUTIQUE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Thony","Moussa","2020","SCIENCE;DURABLE;DEFENSE","CONFIDENT;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Nehlia","Amina","2020","SCIENCE;MANAGEMENT;CONSEIL;DEFENSE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Melvin","Kelhia","2020","MATHS;AERONAUTIQUE;FINANCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Lehina","Leandro","2020","MATHS;DURABLE;DATA","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Clhoe","Idriss","2020","MATHS;DATA;DURABLE;CONSEIL","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Alix","Camille","2020","DEFENSE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Jaade","Lino","2020","MATHS","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Lucas","Naulan","2020","ENERGIE;POLITIQUE;DEFENSE","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Assia","Mari","2020","MATHS;NUCLEAIRE;STRATEGIE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Margaux","Martin","2020","SPATIAL;FINANCE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Apauline","Louisa","2020","DATA;SPATIAL;SCIENCE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Eli","Alban","2020","MATHS","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Elena","Clemence","2020","DATA;DURABLE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Come","Mariam","2020","NUCLEAIRE","CONFIDENT;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Emili","Imraan","2020","INTELLIGENCE_ARTIFICIELLE;DURABLE;DEFENSE","RESEAUTER","False"
