"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Gael","Corenthin","2003","SPATIAL","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Mia","Tahis","1988","ECONOMIE;DURABLE;CONSEIL;FINANCE","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Giulia","Daniel","1996","DATA;CONSEIL","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Laugan","Lehny","2006","ECONOMIE;CONSEIL;FINANCE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Charlotte","Gabriele","1978","NUCLEAIRE;FINANCE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Margaux","Cappucine","1997","MANAGEMENT;AERONAUTIQUE","CONFIDENT;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Cali","Remi","1985","DURABLE;POLITIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Andrea","Leandre","1982","STRATEGIE;SPATIAL;AERONAUTIQUE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Anis","Mahlone","1990","ECONOMIE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Zakaria","Emili","1989","MATHS;ENERGIE;AERONAUTIQUE;POLITIQUE","CONFIDENT;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lino","Valentin","1979","INTELLIGENCE_ARTIFICIELLE;POLITIQUE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Ahamed","Saana","1999","MATHS;DEFENSE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Marion","Jean","1970","SCIENCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Nhoa","Abel","1988","NUCLEAIRE;DEFENSE","CONFIDENT;ADMINISTRATION","True"
