"Horodateur","Prénom","Nom","Promotion","Activités et métiers","Motivation","Anglais"
"2021/08/17 3:32:41 PM UTC+2","Charline","Sacha","2007","INTELLIGENCE_ARTIFICIELLE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Line","Nour","1990","ECONOMIE;SPATIAL;ECONOMIE","ENTREPRENEURIAT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Rahyane","Lila","1976","POLITIQUE;AERONAUTIQUE;DEFENSE;POLITIQUE","ADMINISTRATION;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Mannon","Anae","2003","SPATIAL;DATA;DEFENSE","ADMINISTRATION;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Naulan","Quentin","1976","MANAGEMENT;AERONAUTIQUE","ADMINISTRATION;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Loan","Howen","1988","MATHS;SCIENCE","RESEAUTER;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Line","Clementine","2002","INTELLIGENCE_ARTIFICIELLE;FINANCE;SPATIAL","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Gabriele","Victor","1985","STRATEGIE;DEFENSE","RESEAUTER;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Stela","Jhoan","1971","STRATEGIE","ADMINISTRATION;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Camile","Louis","1988","DURABLE;INTELLIGENCE_ARTIFICIELLE;ECONOMIE;DURABLE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Livia","Margaut","1998","ENERGIE;ECONOMIE;MANAGEMENT;SPATIAL","CONFIDENT;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Etan","Laula","2005","DURABLE;DURABLE;CONSEIL","RECHERCHE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Saara","Oscar","1980","INTELLIGENCE_ARTIFICIELLE;ENERGIE;SPATIAL;CONSEIL","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Salma","Leho","2002","DEFENSE","RECHERCHE;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Hylian","Andrea","1975","DURABLE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Lehny","Jena","1981","AERONAUTIQUE;MATHS;DURABLE;ENERGIE","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Bastien","Maeline","2005","MANAGEMENT","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Adem","Eleonore","1981","FINANCE;MANAGEMENT;INTELLIGENCE_ARTIFICIELLE;MANAGEMENT","ADMINISTRATION;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Mathis","Camile","1992","POLITIQUE;STRATEGIE","ENTREPRISE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Marwa","Celeste","1993","AERONAUTIQUE;DURABLE;MANAGEMENT;NUCLEAIRE","ENTREPRISE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Alexandre","Selena","1976","DURABLE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Paul","Martin","1999","SCIENCE;POLITIQUE;DURABLE;MANAGEMENT","RESEAUTER;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Morgan","Livia","1993","MANAGEMENT;MANAGEMENT;ENERGIE","RECHERCHE;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Yasmine","Elisa","2005","MATHS;DATA;ECONOMIE","ENTREPRENEURIAT;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Charles","Morgan","2003","CONSEIL;DATA;POLITIQUE;FINANCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Sacha","Auceane","1996","SCIENCE;AERONAUTIQUE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Elhya","Tea","1998","DURABLE","ADMINISTRATION;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Marceau","Baptiste","2007","CONSEIL;ECONOMIE;AERONAUTIQUE;ENERGIE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Axele","Sofi","1997","DEFENSE;DURABLE;CONSEIL","CONFIDENT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Wassim","Rahyan","1998","POLITIQUE;SPATIAL","RECHERCHE;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Margaux","Nael","2003","ENERGIE;MATHS;ECONOMIE;SPATIAL","RECHERCHE;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Yasmine","Marcel","2008","SPATIAL","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Lucile","Pablo","2007","FINANCE;AERONAUTIQUE","ENTREPRISE;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Ilias","Leena","1999","CONSEIL;MANAGEMENT;MANAGEMENT;NUCLEAIRE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Eeva","Candice","1977","DATA;AERONAUTIQUE;ECONOMIE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Mahia","Sami","1991","SPATIAL","CONFIDENT;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Leho","Soline","1984","STRATEGIE;ENERGIE","RESEAUTER;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Brian","Pablo","1994","STRATEGIE","ENTREPRISE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Amine","Saffia","1986","POLITIQUE;AERONAUTIQUE;SCIENCE","RECHERCHE;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Aria","Thom","1975","NUCLEAIRE","RECHERCHE;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Clemence","Ema","2005","AERONAUTIQUE;SPATIAL","RECHERCHE;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Marilou","Camile","2005","SCIENCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Olivia","Salome","1986","ENERGIE;POLITIQUE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Assia","Ambre","1979","CONSEIL;STRATEGIE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Nicolas","Djibril","2003","DURABLE;DEFENSE;SCIENCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Ilias","Paul","1984","ENERGIE","RECHERCHE;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Lhyna","Ioan","2006","POLITIQUE;DATA;NUCLEAIRE;DEFENSE","ENTREPRISE;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Amira","Naulan","1996","FINANCE;FINANCE;FINANCE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Li-lou","Basile","1987","ENERGIE","RECHERCHE;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Luca","Eleonore","1998","DEFENSE;STRATEGIE;CONSEIL","RESEAUTER;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Juliette","Isma'il","1973","ECONOMIE;SPATIAL;AERONAUTIQUE","ADMINISTRATION;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Leeya","Ema","1996","ENERGIE;AERONAUTIQUE;CONSEIL","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Lehina","Anaele","2007","STRATEGIE;CONSEIL;AERONAUTIQUE;MATHS","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Auceane","Marilou","2006","FINANCE;SCIENCE;POLITIQUE;ENERGIE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Jena","Amza","2002","SCIENCE","ADMINISTRATION;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Nour","Lahyana","1997","DEFENSE;INTELLIGENCE_ARTIFICIELLE;INTELLIGENCE_ARTIFICIELLE","ADMINISTRATION;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Bastien","Ulisse","2002","INTELLIGENCE_ARTIFICIELLE;MATHS","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Camille","Eleonore","1974","ECONOMIE","RECHERCHE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Julia","Noeli","1993","ECONOMIE;MANAGEMENT;NUCLEAIRE","RESEAUTER;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Mathilde","Bilal","1998","NUCLEAIRE;AERONAUTIQUE;AERONAUTIQUE;AERONAUTIQUE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Etan","Lou-anne","1986","MANAGEMENT","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Ahna","Camelia","2002","NUCLEAIRE","ENTREPRENEURIAT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Lilian","Annouk","1989","MANAGEMENT;DURABLE;AERONAUTIQUE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Cali","Iris","1998","DURABLE;DATA;ECONOMIE;POLITIQUE","ENTREPRENEURIAT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Mae-lys","Isaac","1971","CONSEIL;AERONAUTIQUE;DATA","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Rubben","Lali","1976","NUCLEAIRE;ECONOMIE;NUCLEAIRE;DURABLE","CONFIDENT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Lehina","Armand","1997","STRATEGIE;ECONOMIE;SPATIAL;ENERGIE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Soline","Ela","2009","INTELLIGENCE_ARTIFICIELLE;INTELLIGENCE_ARTIFICIELLE;FINANCE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Tahis","Marion","2003","NUCLEAIRE;CONSEIL;SCIENCE","ADMINISTRATION;RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Cassandre","Leho","1979","SCIENCE;AERONAUTIQUE;INTELLIGENCE_ARTIFICIELLE;ENERGIE","ADMINISTRATION;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Maelia","Lou-anne","1974","CONSEIL;STRATEGIE;MANAGEMENT","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Li-lou","Apauline","1970","DEFENSE;CONSEIL;INTELLIGENCE_ARTIFICIELLE","RESEAUTER;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Leane","Diane","2006","STRATEGIE;DATA","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Milo","Carla","1970","STRATEGIE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Kenza","Leana","2004","POLITIQUE;CONSEIL;SCIENCE","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Marine","Thibault","1975","DURABLE","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Lucien","Ninon","1975","AERONAUTIQUE;STRATEGIE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Jules","Kelhia","2005","MATHS","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Axel","Marine","2009","DEFENSE;CONSEIL","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Morgan","Constance","1978","DEFENSE;MATHS;POLITIQUE","RECHERCHE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Guilaume","Hinaya","1982","MATHS;FINANCE","ADMINISTRATION;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Enry","Sammuel","1996","SCIENCE;AERONAUTIQUE;MATHS;DATA","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Aimen","Livia","2001","ECONOMIE;DURABLE;SPATIAL;STRATEGIE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Nhoé","Assia","2003","DATA;MATHS;MATHS;DATA","ENTREPRISE;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Lucas","Elias","1997","ENERGIE;FINANCE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Augustin","Leoni","1982","MATHS","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Djibril","Emi","1972","MANAGEMENT;SPATIAL;POLITIQUE;DEFENSE","RECHERCHE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Noemi","Nina","2002","AERONAUTIQUE;DURABLE;SCIENCE;MANAGEMENT","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Salome","Hilyana","1970","DATA;POLITIQUE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Tea","Tahlia","2001","DURABLE;INTELLIGENCE_ARTIFICIELLE;AERONAUTIQUE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Elhya","Djibril","1990","POLITIQUE;AERONAUTIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Clhoe","Ahlan","1983","AERONAUTIQUE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Augustin","Alice","1996","SCIENCE;MATHS","ADMINISTRATION;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Gabin","Clemence","2002","AERONAUTIQUE;ENERGIE;AERONAUTIQUE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Lali","Aioub","1988","DURABLE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Mae-lys","Leana","1979","AERONAUTIQUE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Luci","Nehlia","1995","DURABLE;INTELLIGENCE_ARTIFICIELLE;DURABLE;DURABLE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Wilhiam","Hilan","1984","DURABLE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Ezio","Eden","2006","INTELLIGENCE_ARTIFICIELLE;ENERGIE","ENTREPRENEURIAT;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Rahyan","Olivia","2009","DEFENSE;SPATIAL;DATA;SCIENCE","ADMINISTRATION;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Gaspard","Li-lou","2004","SCIENCE;ECONOMIE;ENERGIE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Gaetan","Elhya","2000","ENERGIE","ENTREPRISE;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Fathima","Hibrahim","1999","MATHS;ENERGIE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Aaya","Adrien","1984","MATHS","ENTREPRISE;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Anae","Marwa","1991","AERONAUTIQUE;FINANCE;DEFENSE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Anthoine","Thomas","1976","DURABLE;NUCLEAIRE;FINANCE","RECHERCHE;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Maddi","Amine","1992","ENERGIE","RESEAUTER;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Ilias","Felix","1996","POLITIQUE;NUCLEAIRE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Fathima","Cassandre","2008","DEFENSE;CONSEIL","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Zakaria","Mari","1980","ECONOMIE;CONSEIL;DATA","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Thiago","Aioub","1984","DURABLE;SCIENCE","ENTREPRENEURIAT;ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Anis","Tea","1999","CONSEIL;MANAGEMENT","CONFIDENT;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Joana","Eli","1989","DEFENSE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Nicolas","Adrien","1998","POLITIQUE;STRATEGIE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Yassine","Charles","1975","MATHS;ECONOMIE;STRATEGIE;FINANCE","ENTREPRENEURIAT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Clea","Romeo","1973","SPATIAL;DEFENSE","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Eline","Mae-lys","1976","ENERGIE;MATHS","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Riad","Amza","2003","CONSEIL","ADMINISTRATION;ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Mae-lee","Eli","1994","SPATIAL;DEFENSE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Lise","Naele","1970","DURABLE;STRATEGIE;CONSEIL;DATA","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Mae-li","Marilou","2009","ENERGIE;SPATIAL;INTELLIGENCE_ARTIFICIELLE;ENERGIE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Adem","Alban","1974","MANAGEMENT;ECONOMIE;AERONAUTIQUE","ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Lucien","Ian","2009","MANAGEMENT;NUCLEAIRE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Saara","Rhyan","1984","DATA;MANAGEMENT;MANAGEMENT","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Anaele","Alexandre","1987","ECONOMIE;DURABLE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Bastien","Bilal","1996","INTELLIGENCE_ARTIFICIELLE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Hyanis","Alexandre","2004","FINANCE;AERONAUTIQUE;INTELLIGENCE_ARTIFICIELLE","ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Clarisse","Roxane","1977","ECONOMIE;ECONOMIE","CONFIDENT;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Giani","Sacha","2007","DURABLE;CONSEIL;SPATIAL;DURABLE","ADMINISTRATION;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Anais","Lili","1990","CONSEIL;ENERGIE;STRATEGIE","ENTREPRENEURIAT;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Mathieu","Adem","1972","SCIENCE;DATA;SCIENCE","RECHERCHE;CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Candice","Aria","2000","INTELLIGENCE_ARTIFICIELLE;DATA;NUCLEAIRE;POLITIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Leho","Louka","1983","DURABLE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Sammuel","Younes","2009","POLITIQUE","ADMINISTRATION;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Charli","Selma","1998","POLITIQUE;INTELLIGENCE_ARTIFICIELLE","RESEAUTER;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Julien","Lilia","1988","NUCLEAIRE;SCIENCE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Mairon","Manel","1983","ENERGIE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Liana","Nahim","1977","MATHS;DATA","ADMINISTRATION;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Guilaume","Nhoé","1995","SPATIAL","RESEAUTER;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Mia","Margaux","1980","SCIENCE;DURABLE","ENTREPRENEURIAT;RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Maxime","Tess","1998","POLITIQUE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Josef","Anais","1985","MANAGEMENT","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Youssef","Yasmine","1990","POLITIQUE;SCIENCE","ENTREPRISE;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Livia","Julie","2006","MANAGEMENT","RECHERCHE","False"
"2021/08/17 3:32:41 PM UTC+2","Jeane","Idriss","1974","DURABLE;FINANCE;INTELLIGENCE_ARTIFICIELLE;STRATEGIE","ADMINISTRATION;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Bastien","Thibault","1987","INTELLIGENCE_ARTIFICIELLE;MANAGEMENT;SCIENCE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Meriem","Tess","2006","ENERGIE;DURABLE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Apauline","Stela","1997","MANAGEMENT;DEFENSE;NUCLEAIRE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Rubben","Tessa","2009","ENERGIE;SPATIAL;AERONAUTIQUE;DEFENSE","RESEAUTER","True"
"2021/08/17 3:32:41 PM UTC+2","Rhyan","Daurian","2005","STRATEGIE;DEFENSE;DATA;ECONOMIE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Ahlan","Justine","2009","INTELLIGENCE_ARTIFICIELLE;ECONOMIE;MANAGEMENT","ENTREPRENEURIAT;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Aaron","Amir","1981","ECONOMIE;NUCLEAIRE;AERONAUTIQUE;FINANCE","ADMINISTRATION;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Miriam","Mairon","1984","NUCLEAIRE;DATA","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Josef","Faustine","1983","STRATEGIE;SCIENCE;CONSEIL;DATA","RESEAUTER;ADMINISTRATION","True"
"2021/08/17 3:32:41 PM UTC+2","Melina","Tahis","1971","STRATEGIE;ENERGIE","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Romeo","Lehny","2001","SPATIAL;ECONOMIE;ECONOMIE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Rahyane","Khylian","1992","POLITIQUE;ECONOMIE","CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Selena","Justine","1980","SCIENCE;FINANCE;CONSEIL","CONFIDENT;RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Mehlia","Maiween","1995","ENERGIE","CONFIDENT;ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Laurine","Amina","1985","NUCLEAIRE","RECHERCHE;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Stela","Alexis","1996","DEFENSE;INTELLIGENCE_ARTIFICIELLE;NUCLEAIRE","ADMINISTRATION;RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Hilyana","Constance","1997","MATHS;STRATEGIE;DATA","RECHERCHE","True"
"2021/08/17 3:32:41 PM UTC+2","Hilan","Loic","1998","NUCLEAIRE;ENERGIE;POLITIQUE","CONFIDENT","False"
"2021/08/17 3:32:41 PM UTC+2","Bilal","Fathima","2003","ENERGIE","RECHERCHE;ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Valentine","Swan","1996","DEFENSE;SPATIAL","ENTREPRISE","False"
"2021/08/17 3:32:41 PM UTC+2","Mael","Ali","1977","NUCLEAIRE","ENTREPRENEURIAT","True"
"2021/08/17 3:32:41 PM UTC+2","Ahava","Aioub","2005","STRATEGIE;MATHS;STRATEGIE;STRATEGIE","RESEAUTER","False"
"2021/08/17 3:32:41 PM UTC+2","Noeli","Thony","1989","DEFENSE;INTELLIGENCE_ARTIFICIELLE;POLITIQUE;ENERGIE","ENTREPRENEURIAT","False"
"2021/08/17 3:32:41 PM UTC+2","Mari","Benjamin","2004","FINANCE;DATA","RECHERCHE;ENTREPRISE","True"
"2021/08/17 3:32:41 PM UTC+2","Mateo","Soline","1982","SPATIAL;ECONOMIE;FINANCE","ADMINISTRATION","False"
"2021/08/17 3:32:41 PM UTC+2","Manel","Basile","1971","SPATIAL;MATHS","ENTREPRENEURIAT;CONFIDENT","True"
"2021/08/17 3:32:41 PM UTC+2","Wassim","Lison","1981","ENERGIE","RECHERCHE;RESEAUTER","False"
